;imdb;metascore;movie;votes;year
1648;6.7;60;Notorious;35192;-2009
2474;6.8;31;Before We Go;35183;(I) (2014)
1310;5.4;34;The Messengers;35178;-2007
2475;6.4;63;Laggies;35165;-2014
1649;4.8;17;All About Steve;35093;-2009
1650;4.5;41;Alvin and the Chipmunks: The Squeakquel;35075;-2009
2142;6.5;66;Byzantium;35074;-2012
962;7.4;68;Hustle & Flow;35068;-2005
609;4.9;34;The Haunted Mansion;35064;-2003
2476;5.7;40;Brick Mansions;35053;-2014
2477;4.8;16;God's Not Dead;35023;-2014
2478;6.3;30;Endless Love;34952;-2014
1136;4.6;34;Big Momma's House 2;34897;-2006
264;5.9;22;Saving Silverman;34870;-2001
963;7.3;68;North Country;34866;-2005
87;7.0;55;Tigerland;34811;-2000
2479;6.4;55;The Inbetweeners 2;34793;-2014
1823;7.7;65;In a Better World;34771;-2010
2617;7.2;56;The Man Who Knew Infinity;34765;-2015
1651;7.3;67;This Is It;34733;-2009
1473;7.2;64;JCVD;34726;-2008
2618;6.3;32;Scouts Guide to the Zombie Apocalypse;34700;-2015
2619;5.3;32;Sinister 2;34678;-2015
2784;6.7;67;The Girl with All the Gifts;34678;-2016
432;6.7;48;Ju-on: The Grudge;34623;-2002
2480;5.0;42;Paranormal Activity: The Marked Ones;34595;-2014
2143;6.3;52;Deadfall;34572;-2012
1311;7.7;75;Boy A;34564;-2007
1474;6.1;31;Deception;34554;(I) (2008)
610;8.0;82;The Return;34459;-2003
2481;6.8;74;The Skeleton Twins;34434;-2014
1652;4.3;47;Hannah Montana: The Movie;34391;-2009
1653;7.2;73;Thirst;34341;-2009
1654;5.9;43;Spread;34326;-2009
1475;1.9;7;The Hottie & the Nottie;34318;-2008
2144;3.8;24;Piranha 3DD;34311;-2012
1655;6.7;65;Coco Before Chanel;34283;-2009
2620;6.3;52;Mr. Right;34268;(I) (2015)
1312;6.1;49;Cleaner;34234;-2007
2785;7.2;60;The Light Between Oceans;34185;-2016
1656;6.6;60;Middle Men;34143;-2009
1313;5.6;26;Because I Said So;34088;-2007
1314;5.6;42;Fred Claus;34077;-2007
265;6.8;52;The Curse of the Jade Scorpion;34065;-2001
2621;7.1;33;The Colony;34063;-2015
611;6.9;38;Radio;34060;-2003
783;5.9;47;The Prince and Me;34028;-2004
1315;5.3;25;License to Wed;33955;-2007
1476;6.2;53;The Rocker;33945;-2008
784;8.1;64;Tae Guk Gi: The Brotherhood of War;33897;-2004
2482;7.0;54;Camp X-Ray;33884;-2014
266;7.5;86;In the Bedroom;33853;-2001
2002;6.3;70;Cedar Rapids;33834;-2011
1657;6.9;69;World's Greatest Dad;33814;(I) (2009)
2145;5.9;52;The Tall Man;33813;-2012
1137;5.5;44;Southland Tales;33794;-2006
1316;6.5;71;Le dragon des mers - La dernière légende;33776;-2007
1477;7.0;84;Happy-Go-Lucky;33772;-2008
1478;4.9;43;Meet Dave;33743;-2008
2622;6.2;39;Dark Places;33685;-2015
1658;6.4;73;The House of the Devil;33683;-2009
1824;5.0;36;Tooth Fairy;33671;(I) (2010)
2330;6.2;51;Lovelace;33638;-2013
2146;5.9;26;A Thousand Words;33628;(I) (2012)
1659;7.2;76;Broken Embraces;33616;-2009
2858;6.9;47;What Happened to Monday;33616;-2017
2483;6.2;54;Alexander and the Terrible, Horrible, No Good, Very Bad Day;33558;-2014
433;6.8;41;Spun;33552;-2002
2623;6.9;72;Slow West;33512;-2015
2484;6.5;50;Time Lapse;33511;-2014
2786;6.2;70;Colossal;33453;-2016
612;2.0;15;House of the Dead;33412;-2003
2003;4.8;60;Ra.One;33399;-2011
2147;7.1;84;Holy Motors;33377;-2012
1138;6.5;62;Severance;33360;-2006
2148;7.8;71;Alabama Monroe;33359;-2012
1825;5.4;27;The Spy Next Door;33358;-2010
434;6.1;25;Dragonfly;33289;-2002
88;5.7;37;Reindeer Games;33286;-2000
1317;7.2;85;The Savages;33234;-2007
1139;5.3;51;Aquamarine;33227;-2006
435;5.7;25;Enough;33206;(I) (2002)
267;4.8;32;Black Knight;33086;-2001
613;5.2;38;Le médaillon;33083;-2003
2624;7.5;89;Le fils de Saul;33065;-2015
1140;4.2;26;Basic Instinct 2;33061;-2006
89;6.7;69;Small Time Crooks;33056;-2000
2625;5.2;31;The Lazarus Effect;33039;-2015
90;7.2;65;Chopper;33031;-2000
2626;4.8;18;The Ridiculous 6;32969;-2015
1660;6.8;57;Defendor: héros ou zéro;32954;-2009
2004;6.8;63;The Hunter;32949;(IV) (2011)
2331;6.2;49;The Fifth Estate;32919;-2013
436;6.3;48;High Crimes;32914;-2002
2787;7.9;78;I, Daniel Blake;32850;-2016
1661;5.4;19;Old Dogs;32843;(I) (2009)
2627;5.1;32;Le Transporteur: Héritage;32838;-2015
2859;7.2;78;Logan Lucky;32837;-2017
1662;5.9;36;After.Life;32793;-2009
2628;5.8;39;The Gunman;32769;-2015
2788;5.7;38;Ben-Hur;32766;-2016
1141;5.4;36;Turistas;32723;-2006
2149;7.3;65;Talaash;32704;-2012
614;5.3;47;Hollywood Homicide;32683;-2003
268;7.2;75;The Believer;32676;-2001
1479;6.1;53;The Tale of Despereaux;32624;-2008
1318;8.2;83;The King of Kong: A Fistful of Quarters;32569;-2007
785;6.0;38;Raising Helen;32549;-2004
786;6.4;44;The Libertine;32546;-2004
1319;7.6;61;Lust, Caution;32517;-2007
2150;6.4;53;John Dies at the End;32507;-2012
964;7.3;76;Me and You and Everyone We Know;32482;-2005
2485;6.7;43;Wish I Was Here;32475;-2014
1480;7.2;64;Nothing But the Truth;32464;(I) (2008)
2151;6.6;55;Promised Land;32434;-2012
965;5.8;46;The Ringer;32388;-2005
2629;7.1;57;Ip Man 3;32386;-2015
1320;6.3;36;The Invisible;32371;-2007
1321;5.1;41;Mr. Woodcock;32360;-2007
1663;8.1;87;À propos d'Elly;32359;-2009
269;6.9;55;Hearts in Atlantis;32341;-2001
1664;7.8;79;Mother;32310;-2009
1322;6.9;37;The Air I Breathe;32229;-2007
615;3.4;19;Dumb and Dumberer: When Harry Met Lloyd;32214;-2003
1142;5.9;59;The Ant Bully;32200;-2006
2152;5.8;50;The Guilt Trip;32190;-2012
2789;5.4;40;The Boss;32184;-2016
2005;4.4;56;In the Land of Blood and Honey;32161;-2011
2006;5.8;28;The Divide;32135;-2011
787;6.1;46;Chasing Liberty;32115;-2004
1826;6.9;41;Wild Target;32045;-2010
2630;6.2;27;Last Knights;32045;-2015
2153;4.2;18;The Devil Inside;32035;-2012
616;7.8;61;Evil;32006;-2003
966;5.6;45;Kicking & Screaming;31986;-2005
1827;6.1;76;Greenberg;31969;-2010
2486;6.2;67;Maps to the Stars;31949;-2014
967;7.1;52;The Protector;31901;-2005
2631;5.1;29;Hot Tub Time Machine 2;31893;-2015
437;6.8;83;Spider;31879;-2002
270;6.6;53;Wasabi;31840;-2001
1665;4.8;27;Did You Hear About the Morgans?;31840;-2009
788;4.9;46;Le fils de Chucky;31806;-2004
2154;6.7;55;Liberal Arts;31805;-2012
91;4.0;15;Book of Shadows: Blair Witch 2;31801;-2000
1481;7.4;76;The Baader Meinhof Complex;31781;-2008
1482;7.1;74;Two Lovers;31743;-2008
2790;6.5;68;Imperium;31693;-2016
789;7.5;87;Maria Full of Grace;31680;-2004
968;2.9;18;BloodRayne;31574;-2005
617;5.6;39;Bringing Down the House;31517;-2003
790;5.2;22;Christmas with the Kranks;31438;-2004
2632;4.7;30;The Boy Next Door;31427;-2015
1828;6.3;74;Cyrus;31425;(I) (2010)
271;6.5;45;Mean Machine;31405;-2001
618;6.7;59;Confidence;31404;-2003
791;6.1;50;Birth;31376;-2004
792;7.1;63;The Merchant of Venice;31358;-2004
272;7.2;65;Sex and Lucia;31313;-2001
793;7.6;66;Ghost in the Shell 2: Innocence;31297;(I) (2004)
2791;7.4;64;Miss Sloane;31288;-2016
2860;7.4;59;Shot Caller;31276;-2017
2792;4.8;34;The Forest;31260;(I) (2016)
2155;5.8;45;The Paperboy;31251;-2012
1323;5.4;37;The Last Legion;31159;-2007
969;3.6;27;The Fog;31130;-2005
1143;5.0;37;Garfield 2;31104;-2006
2156;4.9;22;The Cold Light of Day;31060;-2012
2157;6.1;50;Hit and Run;31040;-2012
1144;6.5;59;Day Watch;31023;-2006
619;6.1;33;Uptown Girls;31016;-2003
2793;5.0;47;Blair Witch;30941;-2016
1483;7.5;92;The Class;30935;-2008
273;7.0;45;Bully;30933;-2001
92;6.2;69;Nurse Betty;30905;-2000
438;5.4;36;Big Fat Liar;30741;-2002
439;5.8;69;Undercover Brother;30708;-2002
1145;6.3;68;Charlotte's Web;30692;-2006
2487;6.4;49;Cake;30674;(II) (2014)
970;5.1;30;The Cave;30537;-2005
93;6.1;41;Next Friday;30505;-2000
2633;6.5;64;Sleeping with Other People;30444;-2015
1146;6.5;62;Hollywoodland;30410;-2006
620;5.4;56;The Lizzie McGuire Movie;30394;-2003
2794;7.5;93;Toni Erdmann;30333;-2016
621;7.2;73;Shattered Glass;30287;-2003
2158;5.9;46;Red Tails;30258;-2012
2634;8.1;80;Going Clear: Scientology & the Prison of Belief;30255;-2015
1829;6.1;53;The Killer Inside Me;30209;-2010
2488;8.2;88;Winter Sleep;30166;-2014
440;5.9;24;The New Guy;30163;-2002
1324;6.4;52;The Nines;30155;-2007
1830;7.5;82;The Illusionist;30150;-2010
441;6.3;59;Femme fatale;30129;-2002
2635;6.2;45;Secret in Their Eyes;30101;-2015
2795;7.2;59;Anthropoid;30089;-2016
794;5.1;30;Exorcist: The Beginning;30084;-2004
2489;6.7;81;Goodnight Mommy;30083;-2014
2796;6.1;58;A Hologram for the King;30068;-2016
2861;6.9;59;Cars 3;30014;-2017
2159;6.1;47;Maniac;29998;-2012
442;7.0;72;Igby Goes Down;29997;-2002
2797;7.9;85;Le client;29985;-2016
1484;5.9;40;Passengers;29981;-2008
2490;7.0;65;Pawn Sacrifice;29927;-2014
971;6.8;53;Keeping Mum;29886;-2005
274;6.8;47;The Shipping News;29881;-2001
1485;6.0;55;Nim's Island;29762;-2008
2160;5.1;30;Alex Cross;29753;-2012
443;5.7;63;Drumline;29740;-2002
1147;7.1;65;Jugez-moi coupable;29723;-2006
444;6.5;49;The Four Feathers;29665;-2002
622;7.0;69;The Cooler;29644;-2003
275;5.9;36;Captain Corelli's Mandolin;29613;-2001
445;4.1;19;Halloween: Resurrection;29613;-2002
1486;3.9;17;Prom Night;29610;(I) (2008)
1148;6.1;62;Bug;29544;-2006
1487;6.5;47;Choke;29540;-2008
2491;6.7;64;The Salvation;29459;-2014
276;6.5;66;Braquages;29353;-2001
2636;6.0;31;Absolutely Anything;29335;-2015
623;6.5;55;The Missing;29268;(I) (2003)
1488;6.7;44;Chaos Theory;29234;-2008
2862;6.7;76;Gerald's Game;29213;-2017
1149;6.2;39;Man of the Year;29174;-2006
624;8.1;82;Touching the Void;29155;-2003
2492;6.8;73;Cold in July;29122;-2014
1489;6.9;64;Che: Part Two;29105;-2008
2493;7.4;80;Love & Mercy;29063;-2014
1150;4.7;45;The Marine;29046;-2006
795;7.2;72;The Woodsman;29014;-2004
2863;2.8;12;The Emoji Movie;29012;-2017
94;5.1;24;Get Carter;29004;-2000
1151;6.5;64;Shortbus;28968;-2006
1325;6.5;47;In the Land of Women;28942;-2007
277;5.5;39;Exit Wounds;28901;-2001
972;8.0;81;C.R.A.Z.Y.;28898;-2005
1490;6.1;58;Splinter;28879;(I) (2008)
625;5.1;41;Agent Cody Banks;28860;-2003
1491;6.0;56;Leatherheads;28847;-2008
95;4.9;26;Dracula 2000;28841;-2000
1492;5.2;37;Shutter;28834;(I) (2008)
96;4.9;35;102 Dalmatians;28816;-2000
2637;6.9;67;Suffragette;28811;-2015
97;3.7;14;Dungeons & Dragons;28796;-2000
2638;5.7;65;High-Rise;28721;-2015
446;6.7;58;May;28715;-2002
2494;6.4;62;Black Sea;28697;-2014
447;7.4;85;24 Hour Party People;28684;-2002
1831;5.8;59;Rubber;28676;-2010
2495;3.1;12;Left Behind;28669;(I) (2014)
98;6.8;30;Where the Heart Is;28648;-2000
796;6.5;54;Melinda and Melinda;28604;-2004
1493;7.3;69;Le bon, la brute et le cinglé;28602;-2008
2639;5.7;32;Régression;28589;(I) (2015)
99;6.7;49;The Way of the Gun;28576;-2000
2640;7.4;81;Shaun the Sheep Movie;28547;-2015
448;7.3;62;Antwone Fisher;28546;-2002
973;6.5;26;Tideland;28493;-2005
2864;6.4;33;The Space Between Us;28470;(I) (2017)
1494;7.6;71;Mesrine Part 1: Killer Instinct;28458;-2008
2641;6.9;55;The 33;28430;-2015
2798;5.8;48;Morgan;28430;-2016
1326;7.0;66;Son of Rambow;28425;-2007
2496;5.3;33;Annie;28405;-2014
2161;5.0;45;[REC] 3: Genesis;28332;-2012
797;7.5;68;The Edukators;28327;-2004
449;7.0;72;The Rookie;28246;-2002
100;5.6;24;The Skulls;28244;-2000
1495;6.0;55;Pathology;28233;-2008
798;6.2;43;The Final Cut;28178;-2004
1832;6.2;54;Demain, quand la guerre a commencé;28159;-2010
2642;7.4;60;McFarland, USA;28142;-2015
2643;6.2;46;We Are Your Friends;28137;-2015
974;7.1;48;Angel-A;28116;-2005
2162;5.8;20;Would You Rather;28074;-2012
1496;4.0;24;One Missed Call;28073;-2008
1327;6.8;67;2 Days in Paris;28060;-2007
2163;6.4;57;The Company You Keep;27993;-2012
450;4.9;18;Boat Trip;27992;-2002
799;7.3;74;Mean Creek;27946;-2004
1152;6.0;39;Arthur and the Invisibles;27924;-2006
2164;8.2;89;The Act of Killing;27897;-2012
278;7.8;85;Hedwig and the Angry Inch;27880;-2001
1153;7.8;78;After the Wedding;27787;-2006
2799;7.0;81;Grave;27782;(II) (2016)
451;7.2;41;The Salton Sea;27648;-2002
1328;5.9;37;P2;27592;-2007
800;4.8;31;Envy;27581;-2004
975;5.9;46;Must Love Dogs;27579;-2005
1154;7.0;72;Priceless;27560;-2006
2644;4.4;13;Paul Blart: Mall Cop 2;27541;-2015
1833;6.1;28;6 Souls;27536;-2010
976;5.0;31;Cursed;27533;-2005
1155;5.6;44;All the Boys Love Mandy Lane;27533;-2006
1329;6.5;49;Sleuth;27504;-2007
977;4.1;32;Boogeyman;27503;-2005
279;6.3;57;Osmosis Jones;27462;-2001
1834;6.8;45;Happythankyoumoreplease;27452;-2010
801;6.6;60;Spartan;27446;-2004
1330;7.9;85;The Edge of Heaven;27446;-2007
626;5.0;23;Darkness Falls;27400;-2003
2645;7.7;70;Mr. Ove;27386;-2015
1835;7.2;59;Seule contre tous;27324;-2010
1156;5.9;44;School for Scoundrels;27303;-2006
978;6.9;65;Oliver Twist;27298;-2005
452;5.6;61;Blue Crush;27297;-2002
280;5.8;34;The Glass House;27282;-2001
2165;7.2;45;Chasing Mavericks;27254;-2012
2800;5.7;22;The Do-Over;27156;-2016
281;5.6;41;Bubble Boy;27141;-2001
1157;6.5;44;Unknown;27127;-2006
627;5.7;64;Les Looney Tunes passent à l'action;27096;-2003
1158;5.1;24;Stay Alive;27085;-2006
802;2.0;9;P'tits génies 2;26959;-2004
2166;5.1;56;The Three Stooges;26941;-2012
453;7.2;61;White Oleander;26896;-2002
979;6.4;43;Feast;26836;-2005
2167;6.4;68;Compliance;26806;-2012
2646;6.0;51;Love;26771;(II) (2015)
628;6.4;43;Anything Else;26754;-2003
629;6.3;57;La couleur du mensonge;26716;-2003
282;6.1;46;One Night at McCool's;26611;-2001
2865;4.5;25;Rings;26591;-2017
1159;6.9;52;Goya's Ghosts;26510;-2006
283;6.1;31;Antitrust;26477;-2001
2801;7.1;56;La couleur de la victoire;26411;(I) (2016)
1331;6.7;83;Paranoid Park;26359;-2007
1497;6.2;47;On-Bak 2;26359;-2008
1160;6.5;47;Les contes de Terremer;26344;-2006
101;5.7;30;The Art of War;26295;-2000
2647;5.4;32;Unfinished Business;26249;(I) (2015)
1161;6.7;70;Fido;26183;-2006
1162;6.7;62;Seraphim Falls;26149;-2006
2168;6.6;59;Celeste & Jesse Forever;26127;-2012
2648;6.6;51;The Second Best Exotic Marigold Hotel;26124;-2015
1163;7.5;75;This Film Is Not Yet Rated;26112;-2006
1164;6.5;60;Them;26100;-2006
284;6.0;65;Jimmy Neutron: Boy Genius;26089;-2001
1165;4.7;27;Pulse;26041;(I) (2006)
980;7.3;70;Tsotsi;25935;-2005
630;7.7;70;The Barbarian Invasions;25930;-2003
454;6.7;66;The Eye;25894;-2002
2169;5.7;27;Playing for Keeps;25888;-2012
2649;7.6;83;Mustang;25832;-2015
981;7.0;49;Une vie inachevée;25729;-2005
2650;6.6;59;The Final Girls;25680;-2015
1498;8.6;82;Dear Zachary: A Letter to a Son About His Father;25673;-2008
2802;6.1;44;The Belko Experiment;25547;-2016
2866;6.1;56;War Machine;25533;-2017
1332;7.2;63;Things We Lost in the Fire;25478;-2007
982;6.8;49;Imagine Me & You;25299;-2005
455;7.1;64;8 femmes;25265;-2002
1166;7.0;57;Miss Potter;25239;-2006
1499;7.5;72;Mesrine Part 2: Public Enemy #1;25231;-2008
631;4.4;16;Kangaroo Jack;25222;-2003
2170;6.1;34;Erased;25157;-2012
285;6.1;66;The Tailor of Panama;25123;-2001
803;5.7;45;Club Dread;25121;-2004
983;5.5;27;The Perfect Man;25061;-2005
456;7.1;84;The Quiet American;24892;-2002
1167;5.7;57;Hatchet;24878;-2006
2867;6.4;58;Before I Fall;24855;-2017
102;7.7;62;Vampire Hunter D: Bloodlust;24773;-2000
1500;6.7;54;Talking Dead;24771;-2008
804;4.0;41;Torque;24757;-2004
457;6.2;58;Undisputed;24731;-2002
984;4.6;27;Are We There Yet?;24689;-2005
805;4.6;33;Journal intime d'une future star;24679;-2004
2803;6.5;63;Free Fire;24659;-2016
458;7.5;80;Le chemin de la liberté;24657;-2002
459;6.3;66;Barbershop;24564;-2002
103;7.7;85;You Can Count on Me;24536;-2000
2868;5.6;37;Fist Fight;24532;-2017
2804;6.3;48;The Take;24364;-2016
104;7.0;77;Pollock;24335;-2000
2805;7.0;79;American Honey;24257;-2016
806;3.5;37;You Got Served;24202;-2004
807;4.6;40;Anacondas: The Hunt for the Blood Orchid;24135;-2004
808;5.9;33;Raise Your Voice;24099;-2004
105;5.3;35;Loser;24087;-2000
809;5.6;52;Win a Date with Tad Hamilton!;24051;-2004
286;6.4;48;Hardball;24047;-2001
287;6.5;43;Riding in Cars with Boys;24024;-2001
632;2.1;14;From Justin to Kelly;24017;-2003
810;7.0;63;The Assassination of Richard Nixon;24004;-2004
2869;6.0;28;CHIPS;23952;-2017
985;7.5;55;The Greatest Game Ever Played;23946;-2005
986;5.9;39;Cry Wolf;23932;-2005
633;6.5;32;Sans frontière;23922;-2003
811;6.0;39;Dirty Dancing: Havana Nights;23692;-2004
987;7.7;76;Sophie Scholl: The Final Days;23675;-2005
2806;6.6;26;The Choice;23670;(I) (2016)
988;7.8;70;Joyeux Noel;23575;-2005
460;7.8;83;The Magdalene Sisters;23442;-2002
989;5.4;38;Yours, Mine & Ours;23370;-2005
634;7.3;81;A Mighty Wind;23337;-2003
106;5.3;22;The Watcher;23241;(I) (2000)
2807;7.5;81;The Wailing;23228;-2016
461;6.6;46;Hollywood Ending;23219;-2002
812;4.8;24;Godsend, expérience interdite;23209;-2004
2870;6.6;57;Happy Death Day;23206;-2017
2871;5.2;51;Rough Night;23178;-2017
2872;6.5;77;The Beguiled;23155;-2017
813;7.2;48;A Love Song for Bobby Long;23118;-2004
2808;5.6;18;Mother's Day;23085;(I) (2016)
462;3.0;14;Rollerball;23084;-2002
990;5.0;38;An American Haunting;23064;-2005
635;6.5;56;Ned Kelly;22953;-2003
991;3.5;38;The Adventures of Sharkboy and Lavagirl 3-D;22929;-2005
814;6.9;74;Millions;22821;-2004
992;5.5;33;Le boss;22807;-2005
636;7.9;73;Tokyo Godfathers;22567;-2003
637;5.2;27;View from the Top;22512;-2003
288;6.1;51;Birthday Girl;22457;-2001
2809;6.0;37;My Big Fat Greek Wedding 2;22456;-2016
289;6.5;61;Crazy/Beautiful;22301;-2001
290;5.5;29;Domestic Disturbance;22295;-2001
463;6.1;50;City by the Sea;22264;-2002
2873;5.7;52;47 Meters Down;22140;-2017
638;7.6;57;Ma vie sans moi;22130;-2003
993;6.4;62;Shopgirl;21924;-2005
464;5.1;29;Chiens des neiges;21868;-2002
107;7.3;85;Avant la nuit;21858;-2000
108;5.5;24;Autumn in New York;21676;-2000
291;4.7;18;Valentine;21622;-2001
994;6.3;62;The Ice Harvest;21573;-2005
292;6.9;56;Buffalo Soldiers;21457;-2001
465;5.8;35;Friday After Next;21444;-2002
995;6.0;55;Ice Princess;21382;-2005
466;7.1;68;Heaven;21375;(I) (2002)
467;3.8;12;The Adventures of Pluto Nash;21343;-2002
815;7.7;83;Vera Drake;21333;-2004
639;7.7;72;Kontroll;21267;-2003
2874;6.9;64;To the Bone;21263;(I) (2017)
109;7.0;59;The Contender;21257;-2000
293;6.1;32;Someone Like You...;21152;-2001
2875;7.0;75;I Don't Feel at Home in This World Anymore.;21149;-2017
110;7.9;58;Joint Security Area;21034;-2000
996;6.9;55;Mirrormask;21028;-2005
640;7.1;37;The United States of Leland;20981;-2003
294;7.4;77;Le mariage des moussons;20970;-2001
295;4.8;37;Crocodile Dundee III;20963;-2001
468;7.7;90;Bloody Sunday;20950;-2002
816;5.7;35;The Perfect Score;20939;-2004
296;6.2;33;Impostor;20867;-2001
641;7.8;90;Capturing the Friedmans;20827;-2003
997;5.4;35;Man of the House;20797;(I) (2005)
469;6.2;42;Trapped;20762;(I) (2002)
470;5.8;31;Life or Something Like It;20689;-2002
642;6.9;60;Calendar Girls;20648;-2003
998;7.5;71;Paradise Now;20600;-2005
297;6.1;30;Knockaround Guys;20599;-2001
643;8.2;87;The Fog of War: Eleven Lessons from the Life of Robert S. McNamara;20432;-2003
2876;5.5;21;Geostorm;20396;-2017
298;5.6;39;Angel Eyes;20355;-2001
299;2.2;14;Glitter;20077;-2001
471;6.9;60;The Importance of Being Earnest;19996;-2002
2877;4.3;45;Snatched;19970;(I) (2017)
817;5.9;38;Une affaire de coeur;19880;-2004
300;5.4;32;Les pieds sur terre;19816;-2001
301;5.3;47;Josie et les Pussycats;19705;-2001
111;7.2;47;Brother;19702;(I) (2000)
818;7.8;63;Dear Frankie;19648;-2004
644;5.3;46;In the Cut;19526;-2003
645;6.6;43;Wonderland;19490;-2003
112;6.5;43;Suspicion;19398;-2000
819;4.4;33;Soul Plane;19302;-2004
472;8.1;82;Le samouraï du crépuscule;19244;-2002
113;5.9;25;The Million Dollar Hotel;19207;-2000
646;4.9;37;Cold Creek Manor;19180;-2003
2878;6.9;26;The Ottoman Lieutenant;19168;-2017
473;5.3;23;Eight Crazy Nights;19142;-2002
820;4.9;43;9 Songs;19119;-2004
474;3.3;12;The Master of Disguise;19106;-2002
475;6.7;66;Tuck Everlasting;19085;-2002
647;8.1;73;The Corporation;18957;-2003
821;4.9;33;New York Minute;18947;(I) (2004)
114;6.8;75;Séquences et conséquences;18928;-2000
476;6.2;55;Below;18904;-2002
822;5.3;19;Surviving Christmas;18900;-2004
477;7.7;84;The Man Without a Past;18892;-2002
823;8.1;88;Nobody Knows;18862;-2004
648;6.2;57;Code 46;18801;-2003
2879;6.9;84;A Ghost Story;18736;-2017
2880;5.6;34;Sleepless;18686;(III) (2017)
649;7.1;70;Pieces of April;18628;-2003
650;6.8;56;Saints and Soldiers;18596;-2003
2881;6.3;45;American Assassin;18595;-2017
115;7.5;84;Together;18544;-2000
2882;5.9;44;Kidnap;18507;-2017
302;6.4;64;Enigma;18477;-2001
824;5.0;31;First Daughter;18464;-2004
116;5.7;52;Bounce;18404;-2000
478;6.6;57;Dark Blue;18281;-2002
825;6.2;55;Bride & Prejudice;18265;-2004
826;6.2;53;Vanity Fair;18245;-2004
479;6.5;47;Big Trouble;18198;-2002
2883;7.0;57;The Zookeeper's Wife;18149;-2017
827;5.2;26;Instincts meurtriers;18088;(I) (2004)
303;7.0;53;Lost and Delirious;18015;-2001
304;7.3;75;Metropolis;18004;-2001
117;7.8;71;In July;17989;-2000
480;3.3;16;Feardotcom;17897;-2002
305;6.2;53;O;17860;-2001
651;8.5;89;The Best of Youth;17723;-2003
2884;6.3;32;The Shack;17641;(I) (2017)
2885;6.3;55;The Discovery;17629;(I) (2017)
118;4.2;36;The Adventures of Rocky & Bullwinkle;17500;-2000
119;7.0;61;My Dog Skip;17495;-2000
481;5.4;15;Darkness;17461;-2002
482;3.6;19;Ballistic: Ecks vs. Sever;17350;-2002
120;4.6;21;Highlander: Endgame;17314;-2000
121;6.4;58;The Yards;17300;-2000
122;6.9;54;Return to Me;17277;-2000
306;7.3;84;Lantana;17178;-2001
483;5.0;29;Swimfan;17170;-2002
652;6.9;55;Veronica Guerin;17167;-2003
307;7.9;70;Millennium Actress;17165;-2001
484;7.2;63;À la folie... pas du tout;17040;-2002
123;3.6;27;The Flintstones in Viva Rock Vegas;16998;-2000
653;5.1;43;Malibu's Most Wanted;16837;-2003
308;7.3;71;Tape;16772;-2001
124;6.7;52;Center Stage;16654;-2000
309;5.8;52;Get Over It;16291;-2001
485;5.2;47;Like Mike;16263;-2002
125;4.6;64;Dr. T & the Women;16233;-2000
654;7.3;54;Les bouchers verts;16223;-2003
310;5.8;38;Les visiteurs en Amérique;16221;-2001
486;6.0;48;Divine Secrets of the Ya-Ya Sisterhood;16187;-2002
126;7.7;47;Flickering Lights;16163;-2000
311;6.4;56;Human Nature;16125;-2001
127;6.9;62;Saving Grace;16079;-2000
487;6.2;54;Gerry;16009;-2002
312;5.3;15;Tomcats;15982;-2001
655;6.2;61;Willard;15910;-2003
313;6.9;50;Storytelling;15895;-2001
488;7.0;75;Roger Dodger;15846;-2002
656;5.4;44;Head of State;15778;-2003
489;7.4;86;L'arche russe;15760;-2002
314;7.4;73;La chambre du fils;15698;-2001
657;5.2;21;The Order;15661;-2003
315;6.4;62;Made;15653;-2001
128;7.2;70;Love & Basketball;15546;-2000
316;7.1;76;Iris;15526;(I) (2001)
129;4.8;19;Supernova;15406;(I) (2000)
2886;5.6;30;The House;15344;(I) (2017)
658;7.1;45;Latter Days;15335;-2003
130;4.5;35;Rape Me;15311;-2000
659;7.6;71;Carandiru;15228;-2003
317;6.3;22;Out Cold;15201;-2001
490;6.9;49;The Emperor's Club;15155;-2002
318;4.7;40;Monkeybone;15109;-2001
491;5.3;18;Au service de Sara;15102;-2002
660;6.2;54;One Missed Call;15066;-2003
661;5.6;27;A Guy Thing;15031;-2003
319;7.1;72;Le placard;14883;-2001
131;8.1;93;Yi Yi;14830;-2000
492;5.8;49;Peter Pan II: Return to Neverland;14811;-2002
320;6.6;72;Kissing Jessica Stein;14646;-2001
2887;9.0;80;Coco;14644;(I) (2017)
132;5.4;29;Boys and Girls;14470;-2000
2888;6.1;39;Jigsaw;14390;(I) (2017)
133;6.3;53;The Tigger Movie;14367;-2000
493;7.7;84;Uzak;14200;-2002
134;7.7;76;Chansons du deuxième étage;14181;-2000
494;7.7;71;Dolls;14127;-2002
495;5.4;47;The Guru;13988;-2002
135;4.2;16;Urban Legend 2: Coup de grâce;13870;-2000
496;3.6;18;Swept Away;13811;-2002
2889;6.4;52;Everything, Everything;13714;-2017
321;5.0;21;Summer Catch;13688;-2001
2890;6.4;70;1922;13551;-2017
136;7.2;74;The Dish;13502;-2000
2891;6.4;71;Girls Trip;13465;-2017
2892;7.5;80;Good Time;13437;-2017
137;7.6;64;The Princess and the Warrior;13394;-2000
322;5.5;37;What's the Worst That Could Happen?;13339;-2001
323;4.7;27;D'Artagnan;13236;-2001
138;6.2;40;The Man Who Cried;13121;-2000
324;6.6;70;Kaïro;13074;-2001
139;5.9;31;Gossip;13068;(I) (2000)
2893;6.1;57;The Wall;12988;(II) (2017)
